"cd ad pstcd","total","date"
3581,1,2022-05-01
3584,5,2022-05-01
3585,61,2022-05-01
3586,4,2022-05-01
3589,3,2022-05-01
3590,3,2022-05-01
3591,1,2022-05-01
3594,1,2022-05-01
3595,2,2022-05-01
3596,1,2022-05-01
3597,4,2022-05-01
3608,15,2022-05-01
3610,4,2022-05-01
3612,9,2022-05-01
3614,11,2022-05-01
3616,30,2022-05-01
3618,3,2022-05-01
3620,49,2022-05-01
3621,12,2022-05-01
3622,1,2022-05-01
3623,6,2022-05-01
3624,1,2022-05-01
3629,15,2022-05-01
3630,155,2022-05-01
3631,83,2022-05-01
3632,3,2022-05-01
3633,2,2022-05-01
3634,9,2022-05-01
3635,2,2022-05-01
3636,17,2022-05-01
3637,4,2022-05-01
3638,11,2022-05-01
3639,4,2022-05-01
3640,6,2022-05-01
3641,5,2022-05-01
3644,48,2022-05-01
3646,5,2022-05-01
3649,2,2022-05-01
3658,28,2022-05-01
3659,2,2022-05-01
3660,35,2022-05-01
3662,4,2022-05-01
3663,1,2022-05-01
3664,5,2022-05-01
3665,3,2022-05-01
3666,13,2022-05-01
3669,6,2022-05-01
3670,3,2022-05-01
3672,43,2022-05-01
3673,7,2022-05-01
3675,10,2022-05-01
3677,70,2022-05-01
3678,39,2022-05-01
3682,3,2022-05-01
3683,6,2022-05-01
3685,13,2022-05-01
3687,2,2022-05-01
3688,3,2022-05-01
3689,1,2022-05-01
3690,208,2022-05-01
3691,66,2022-05-01
3695,2,2022-05-01
3697,4,2022-05-01
3698,1,2022-05-01
3699,2,2022-05-01
3700,7,2022-05-01
3701,4,2022-05-01
3705,3,2022-05-01
3707,9,2022-05-01
3708,1,2022-05-01
3709,2,2022-05-01
3711,3,2022-05-01
3712,2,2022-05-01
3713,7,2022-05-01
3714,21,2022-05-01
3715,3,2022-05-01
3717,8,2022-05-01
3719,7,2022-05-01
3720,6,2022-05-01
3722,31,2022-05-01
3723,17,2022-05-01
3725,3,2022-05-01
3726,3,2022-05-01
3727,3,2022-05-01
3728,5,2022-05-01
3730,48,2022-05-01
3732,7,2022-05-01
3733,1,2022-05-01
3735,1,2022-05-01
3737,22,2022-05-01
3738,1,2022-05-01
3739,2,2022-05-01
3740,10,2022-05-01
3741,20,2022-05-01
3744,2,2022-05-01
3746,1,2022-05-01
3747,12,2022-05-01
3749,9,2022-05-01
3750,89,2022-05-01
3752,89,2022-05-01
3753,24,2022-05-01
3754,193,2022-05-01
3755,1,2022-05-01
3756,64,2022-05-01
3757,27,2022-05-01
3758,7,2022-05-01
3759,3,2022-05-01
3760,1,2022-05-01
3761,2,2022-05-01
3763,9,2022-05-01
3764,43,2022-05-01
3765,24,2022-05-01
3766,3,2022-05-01
3767,3,2022-05-01
3770,15,2022-05-01
3775,21,2022-05-01
3777,44,2022-05-01
3779,1,2022-05-01
3781,14,2022-05-01
3782,23,2022-05-01
3783,8,2022-05-01
3786,6,2022-05-01
3787,6,2022-05-01
3788,7,2022-05-01
3791,2,2022-05-01
3792,2,2022-05-01
3793,9,2022-05-01
3795,5,2022-05-01
3796,37,2022-05-01
3797,16,2022-05-01
3799,14,2022-05-01
3800,1,2022-05-01
3802,51,2022-05-01
3803,69,2022-05-01
3804,32,2022-05-01
3805,177,2022-05-01
3806,257,2022-05-01
3807,37,2022-05-01
3808,19,2022-05-01
3809,87,2022-05-01
3810,232,2022-05-01
3812,3,2022-05-01
3813,6,2022-05-01
3814,12,2022-05-01
3815,16,2022-05-01
3816,19,2022-05-01
3818,68,2022-05-01
3820,94,2022-05-01
3821,14,2022-05-01
3822,3,2022-05-01
3823,8,2022-05-01
3824,15,2022-05-01
3825,87,2022-05-01
3831,6,2022-05-01
3832,2,2022-05-01
3833,2,2022-05-01
3835,1,2022-05-01
3840,45,2022-05-01
3842,12,2022-05-01
3844,205,2022-05-01
3847,10,2022-05-01
3850,74,2022-05-01
3851,27,2022-05-01
3852,2,2022-05-01
3853,2,2022-05-01
3854,7,2022-05-01
3856,7,2022-05-01
3858,15,2022-05-01
3859,4,2022-05-01
3860,36,2022-05-01
3862,23,2022-05-01
3865,1,2022-05-01
3869,8,2022-05-01
3870,2,2022-05-01
3871,8,2022-05-01
3873,2,2022-05-01
3874,4,2022-05-01
3875,100,2022-05-01
3878,6,2022-05-01
3880,18,2022-05-01
3882,6,2022-05-01
3885,11,2022-05-01
3886,2,2022-05-01
3888,13,2022-05-01
3889,1,2022-05-01
3892,9,2022-05-01
3893,1,2022-05-01
3895,2,2022-05-01
3896,2,2022-05-01
3898,10,2022-05-01
3902,3,2022-05-01
3903,5,2022-05-01
3904,5,2022-05-01
3909,41,2022-05-01
3910,84,2022-05-01
3911,14,2022-05-01
3912,82,2022-05-01
3913,16,2022-05-01
3915,35,2022-05-01
3916,7,2022-05-01
3918,14,2022-05-01
3919,9,2022-05-01
3920,3,2022-05-01
3922,30,2022-05-01
3923,8,2022-05-01
3925,22,2022-05-01
3926,15,2022-05-01
3927,3,2022-05-01
3928,4,2022-05-01
3929,11,2022-05-01
3930,72,2022-05-01
3931,186,2022-05-01
3933,1,2022-05-01
3934,65,2022-05-01
3936,61,2022-05-01
3937,2,2022-05-01
3938,11,2022-05-01
3939,48,2022-05-01
3940,11,2022-05-01
3941,34,2022-05-01
3942,10,2022-05-01
3943,6,2022-05-01
3944,3,2022-05-01
3945,6,2022-05-01
3946,3,2022-05-01
3950,22,2022-05-01
3951,5,2022-05-01
3953,50,2022-05-01
3954,2,2022-05-01
3956,10,2022-05-01
3957,2,2022-05-01
3958,1,2022-05-01
3959,4,2022-05-01
3960,17,2022-05-01
3962,1,2022-05-01
3964,1,2022-05-01
3966,2,2022-05-01
3967,1,2022-05-01
3971,26,2022-05-01
3975,68,2022-05-01
3976,71,2022-05-01
3977,413,2022-05-01
3978,203,2022-05-01
3979,1,2022-05-01
3980,19,2022-05-01
3981,25,2022-05-01
3984,24,2022-05-01
3987,6,2022-05-01
3988,3,2022-05-01
3991,1,2022-05-01
3992,5,2022-05-01
3995,33,2022-05-01
3996,34,2022-05-01
4000,1,2022-05-01
4006,24,2022-05-01
4014,5,2022-05-01
4019,2,2022-05-01
4107,26,2022-05-01
4117,1,2022-05-01
4172,1,2022-05-01
4178,1,2022-05-01
4207,2,2022-05-01
4558,1,2022-05-01
4566,1,2022-05-01
4567,2,2022-05-01
4575,1,2022-05-01
4703,1,2022-05-01
5000,2,2022-05-01
5033,42,2022-05-01
5069,1,2022-05-01
5096,1,2022-05-01
5160,1,2022-05-01
5262,1,2022-05-01
5280,1,2022-05-01
5290,7,2022-05-01
5950,9,2022-05-01
6005,1,2022-05-01
6011,1,2022-05-01
6017,1,2022-05-01
6030,9,2022-05-01
6106,26,2022-05-01
7000,48,2022-05-01
7009,3,2022-05-01
7030,1,2022-05-01
7250,3,2022-05-01
7304,1,2022-05-01
7310,2,2022-05-01
7322,1,2022-05-01
