total,date,Suburb
10,1/09/2020,YELTA
10,1/09/2020,BIRDWOODTON
10,1/09/2020,CABARITA
10,1/09/2020,MERBEIN
23,1/05/2022,MERBEIN WEST
23,1/05/2022,MERBEIN SOUTH
23,1/05/2022,WARGAN
23,1/05/2022,YELTA
23,1/05/2022,BIRDWOODTON
23,1/05/2022,CABARITA
23,1/05/2022,MERBEIN
17,1/12/2020,MERBEIN WEST
17,1/12/2020,MERBEIN SOUTH
17,1/12/2020,WARGAN
17,1/12/2020,YELTA
17,1/12/2020,BIRDWOODTON
17,1/12/2020,CABARITA
17,1/12/2020,MERBEIN
16,1/10/2021,MERBEIN WEST
16,1/10/2021,MERBEIN SOUTH
16,1/10/2021,WARGAN
16,1/10/2021,YELTA
16,1/10/2021,BIRDWOODTON
16,1/10/2021,CABARITA
16,1/10/2021,MERBEIN
17,1/03/2022,MERBEIN WEST
17,1/03/2022,MERBEIN SOUTH
17,1/03/2022,WARGAN
17,1/03/2022,YELTA
17,1/03/2022,BIRDWOODTON
17,1/03/2022,CABARITA
17,1/03/2022,MERBEIN
12,1/01/2022,MERBEIN WEST
12,1/01/2022,MERBEIN SOUTH
12,1/01/2022,WARGAN
12,1/01/2022,YELTA
12,1/01/2022,BIRDWOODTON
12,1/01/2022,CABARITA
12,1/01/2022,MERBEIN
9,1/08/2020,MERBEIN WEST
9,1/08/2020,MERBEIN SOUTH
9,1/08/2020,WARGAN
9,1/08/2020,YELTA
9,1/08/2020,BIRDWOODTON
9,1/08/2020,CABARITA
9,1/08/2020,MERBEIN
11,1/02/2020,MERBEIN WEST
11,1/02/2020,MERBEIN SOUTH
11,1/02/2020,WARGAN
11,1/02/2020,YELTA
11,1/02/2020,BIRDWOODTON
11,1/02/2020,CABARITA
11,1/02/2020,MERBEIN
19,1/05/2021,MERBEIN WEST
19,1/05/2021,MERBEIN SOUTH
19,1/05/2021,WARGAN
19,1/05/2021,YELTA
19,1/05/2021,BIRDWOODTON
19,1/05/2021,CABARITA
19,1/05/2021,MERBEIN
12,1/07/2020,MERBEIN WEST
12,1/07/2020,MERBEIN SOUTH
12,1/07/2020,WARGAN
12,1/07/2020,YELTA
12,1/07/2020,BIRDWOODTON
12,1/07/2020,CABARITA
12,1/07/2020,MERBEIN
24,1/04/2021,MERBEIN WEST
24,1/04/2021,MERBEIN SOUTH
24,1/04/2021,WARGAN
24,1/04/2021,YELTA
24,1/04/2021,BIRDWOODTON
24,1/04/2021,CABARITA
24,1/04/2021,MERBEIN
18,1/06/2020,MERBEIN WEST
18,1/06/2020,MERBEIN SOUTH
18,1/06/2020,WARGAN
18,1/06/2020,YELTA
18,1/06/2020,BIRDWOODTON
18,1/06/2020,CABARITA
18,1/06/2020,MERBEIN
20,1/02/2021,MERBEIN WEST
20,1/02/2021,MERBEIN SOUTH
20,1/02/2021,WARGAN
20,1/02/2021,YELTA
20,1/02/2021,BIRDWOODTON
20,1/02/2021,CABARITA
20,1/02/2021,MERBEIN
12,1/11/2020,MERBEIN WEST
12,1/11/2020,MERBEIN SOUTH
12,1/11/2020,WARGAN
12,1/11/2020,YELTA
12,1/11/2020,BIRDWOODTON
12,1/11/2020,CABARITA
12,1/11/2020,MERBEIN
10,1/04/2020,MERBEIN WEST
10,1/04/2020,MERBEIN SOUTH
10,1/04/2020,WARGAN
10,1/04/2020,YELTA
10,1/04/2020,BIRDWOODTON
10,1/04/2020,CABARITA
10,1/04/2020,MERBEIN
12,1/05/2020,MERBEIN WEST
12,1/05/2020,MERBEIN SOUTH
12,1/05/2020,WARGAN
12,1/05/2020,YELTA
12,1/05/2020,BIRDWOODTON
12,1/05/2020,CABARITA
12,1/05/2020,MERBEIN
11,1/10/2020,MERBEIN WEST
11,1/10/2020,MERBEIN SOUTH
11,1/10/2020,WARGAN
11,1/10/2020,YELTA
11,1/10/2020,BIRDWOODTON
11,1/10/2020,CABARITA
11,1/10/2020,MERBEIN
22,1/03/2021,MERBEIN WEST
22,1/03/2021,MERBEIN SOUTH
22,1/03/2021,WARGAN
22,1/03/2021,YELTA
22,1/03/2021,BIRDWOODTON
22,1/03/2021,CABARITA
22,1/03/2021,MERBEIN
14,1/11/2021,MERBEIN WEST
14,1/11/2021,MERBEIN SOUTH
14,1/11/2021,WARGAN
14,1/11/2021,YELTA
14,1/11/2021,BIRDWOODTON
14,1/11/2021,CABARITA
14,1/11/2021,MERBEIN
19,1/09/2021,MERBEIN WEST
19,1/09/2021,MERBEIN SOUTH
19,1/09/2021,WARGAN
19,1/09/2021,YELTA
19,1/09/2021,BIRDWOODTON
19,1/09/2021,CABARITA
19,1/09/2021,MERBEIN
20,1/08/2021,MERBEIN WEST
20,1/08/2021,MERBEIN SOUTH
20,1/08/2021,WARGAN
20,1/08/2021,YELTA
20,1/08/2021,BIRDWOODTON
20,1/08/2021,CABARITA
20,1/08/2021,MERBEIN
16,1/07/2021,MERBEIN WEST
16,1/07/2021,MERBEIN SOUTH
16,1/07/2021,WARGAN
16,1/07/2021,YELTA
16,1/07/2021,BIRDWOODTON
16,1/07/2021,CABARITA
16,1/07/2021,MERBEIN
17,1/06/2022,MERBEIN WEST
17,1/06/2022,MERBEIN SOUTH
17,1/06/2022,WARGAN
17,1/06/2022,YELTA
17,1/06/2022,BIRDWOODTON
17,1/06/2022,CABARITA
17,1/06/2022,MERBEIN
9,1/03/2020,MERBEIN WEST
9,1/03/2020,MERBEIN SOUTH
9,1/03/2020,WARGAN
9,1/03/2020,YELTA
9,1/03/2020,BIRDWOODTON
9,1/03/2020,CABARITA
9,1/03/2020,MERBEIN
1,1/02/2021,COWANGIE
1,1/05/2020,COWANGIE
1,1/01/2021,COWANGIE
1,1/03/2022,COWANGIE
1,1/03/2020,WALPEUP
1,1/08/2021,WALPEUP
1,1/12/2020,WALPEUP
1,1/05/2021,WALPEUP
2,1/02/2021,WALPEUP
1,1/02/2020,WALPEUP
1,1/03/2022,WALPEUP
1,1/06/2022,WALPEUP
1,1/12/2021,WALPEUP
1,1/07/2021,WALPEUP
2,1/03/2021,WALPEUP
1,1/01/2020,WALPEUP
1,1/11/2020,UNDERBOOL
1,1/11/2020,LINGA
2,1/12/2021,UNDERBOOL
2,1/12/2021,LINGA
1,1/01/2021,UNDERBOOL
1,1/01/2021,LINGA
1,1/04/2020,UNDERBOOL
1,1/04/2020,LINGA
1,1/04/2022,UNDERBOOL
1,1/04/2022,LINGA
1,1/04/2021,UNDERBOOL
1,1/04/2021,LINGA
2,1/03/2021,UNDERBOOL
2,1/03/2021,LINGA
1,1/02/2020,UNDERBOOL
1,1/02/2020,LINGA
1,1/03/2020,UNDERBOOL
1,1/03/2020,LINGA
1,1/09/2020,UNDERBOOL
1,1/09/2020,LINGA
2,1/05/2022,UNDERBOOL
2,1/05/2022,LINGA
1,1/06/2020,UNDERBOOL
1,1/06/2020,LINGA
1,1/12/2020,UNDERBOOL
1,1/12/2020,LINGA
1,1/10/2020,UNDERBOOL
1,1/10/2020,LINGA
6,1/06/2022,UNDERBOOL
6,1/06/2022,LINGA
1,1/02/2021,UNDERBOOL
1,1/02/2021,LINGA
4,1/12/2021,CARINA
4,1/12/2021,MURRAYVILLE
4,1/12/2021,PANITYA
1,1/03/2021,CARINA
1,1/03/2021,MURRAYVILLE
1,1/03/2021,PANITYA
2,1/04/2022,CARINA
2,1/04/2022,MURRAYVILLE
2,1/04/2022,PANITYA
1,1/03/2020,CARINA
1,1/03/2020,MURRAYVILLE
1,1/03/2020,PANITYA
1,1/01/2020,CARINA
1,1/01/2020,MURRAYVILLE
1,1/01/2020,PANITYA
2,1/05/2020,CARINA
2,1/05/2020,MURRAYVILLE
2,1/05/2020,PANITYA
1,1/04/2020,CARINA
1,1/04/2020,MURRAYVILLE
1,1/04/2020,PANITYA
1,1/01/2022,CARINA
1,1/01/2022,MURRAYVILLE
1,1/01/2022,PANITYA
1,1/10/2020,CARINA
1,1/10/2020,MURRAYVILLE
1,1/10/2020,PANITYA
2,1/05/2022,CARINA
2,1/05/2022,MURRAYVILLE
2,1/05/2022,PANITYA
1,1/08/2020,CARINA
1,1/08/2020,MURRAYVILLE
1,1/08/2020,PANITYA
2,1/02/2022,CARINA
2,1/02/2022,MURRAYVILLE
2,1/02/2022,PANITYA
1,1/03/2022,CARINA
1,1/03/2022,MURRAYVILLE
1,1/03/2022,PANITYA
2,1/07/2021,CARINA
2,1/07/2021,MURRAYVILLE
2,1/07/2021,PANITYA
1,1/05/2021,CARINA
1,1/05/2021,MURRAYVILLE
1,1/05/2021,PANITYA
1,1/11/2021,CARINA
1,1/11/2021,MURRAYVILLE
1,1/11/2021,PANITYA
1,1/02/2020,CARINA
1,1/02/2020,MURRAYVILLE
1,1/02/2020,PANITYA
1,1/04/2021,CARINA
1,1/04/2021,MURRAYVILLE
1,1/04/2021,PANITYA
1,1/09/2021,CARINA
1,1/09/2021,MURRAYVILLE
1,1/09/2021,PANITYA
2,1/07/2020,CARINA
2,1/07/2020,MURRAYVILLE
2,1/07/2020,PANITYA
1,1/12/2020,CARINA
1,1/12/2020,MURRAYVILLE
1,1/12/2020,PANITYA
1,1/06/2022,CARINA
1,1/06/2022,MURRAYVILLE
1,1/06/2022,PANITYA
1,1/09/2020,CARINA
1,1/09/2020,MURRAYVILLE
1,1/09/2020,PANITYA
1,1/10/2021,CARINA
1,1/10/2021,MURRAYVILLE
1,1/10/2021,PANITYA
3,1/04/2020,SHELBOURNE
3,1/04/2020,MARONG
3,1/04/2020,WILSONS HILL
12,1/07/2021,SHELBOURNE
12,1/07/2021,MARONG
12,1/07/2021,WILSONS HILL
8,1/09/2020,SHELBOURNE
8,1/09/2020,MARONG
8,1/09/2020,WILSONS HILL
11,1/02/2022,SHELBOURNE
11,1/02/2022,MARONG
11,1/02/2022,WILSONS HILL
7,1/01/2020,SHELBOURNE
7,1/01/2020,MARONG
7,1/01/2020,WILSONS HILL
7,1/07/2020,SHELBOURNE
7,1/07/2020,MARONG
7,1/07/2020,WILSONS HILL
14,1/12/2020,SHELBOURNE
14,1/12/2020,MARONG
14,1/12/2020,WILSONS HILL
8,1/02/2020,SHELBOURNE
8,1/02/2020,MARONG
8,1/02/2020,WILSONS HILL
6,1/05/2020,SHELBOURNE
6,1/05/2020,MARONG
6,1/05/2020,WILSONS HILL
4,1/08/2020,SHELBOURNE
4,1/08/2020,MARONG
4,1/08/2020,WILSONS HILL
15,1/05/2021,SHELBOURNE
15,1/05/2021,MARONG
15,1/05/2021,WILSONS HILL
11,1/10/2020,SHELBOURNE
11,1/10/2020,MARONG
11,1/10/2020,WILSONS HILL
7,1/01/2021,SHELBOURNE
7,1/01/2021,MARONG
7,1/01/2021,WILSONS HILL
7,1/11/2020,SHELBOURNE
7,1/11/2020,MARONG
7,1/11/2020,WILSONS HILL
4,1/08/2021,SHELBOURNE
4,1/08/2021,MARONG
4,1/08/2021,WILSONS HILL
12,1/06/2022,SHELBOURNE
12,1/06/2022,MARONG
12,1/06/2022,WILSONS HILL
9,1/05/2022,SHELBOURNE
9,1/05/2022,MARONG
9,1/05/2022,WILSONS HILL
10,1/02/2021,SHELBOURNE
10,1/02/2021,MARONG
10,1/02/2021,WILSONS HILL
4,1/12/2021,SHELBOURNE
4,1/12/2021,MARONG
4,1/12/2021,WILSONS HILL
12,1/04/2022,SHELBOURNE
12,1/04/2022,MARONG
12,1/04/2022,WILSONS HILL
11,1/01/2022,SHELBOURNE
11,1/01/2022,MARONG
11,1/01/2022,WILSONS HILL
8,1/03/2021,SHELBOURNE
8,1/03/2021,MARONG
8,1/03/2021,WILSONS HILL
11,1/06/2020,SHELBOURNE
11,1/06/2020,MARONG
11,1/06/2020,WILSONS HILL
13,1/03/2022,SHELBOURNE
13,1/03/2022,MARONG
13,1/03/2022,WILSONS HILL
9,1/09/2021,SHELBOURNE
9,1/09/2021,MARONG
9,1/09/2021,WILSONS HILL
9,1/11/2021,SHELBOURNE
9,1/11/2021,MARONG
9,1/11/2021,WILSONS HILL
13,1/03/2020,SHELBOURNE
13,1/03/2020,MARONG
13,1/03/2020,WILSONS HILL
13,1/04/2021,SHELBOURNE
13,1/04/2021,MARONG
13,1/04/2021,WILSONS HILL
8,1/10/2021,SHELBOURNE
8,1/10/2021,MARONG
8,1/10/2021,WILSONS HILL
1,1/01/2021,BRIDGEWATER ON LODDON
1,1/01/2021,BRIDGEWATER
1,1/01/2021,DERBY
1,1/01/2021,YARRABERB
1,1/01/2021,BRIDGEWATER NORTH
1,1/01/2021,LEICHARDT
4,1/12/2021,BRIDGEWATER ON LODDON
4,1/12/2021,BRIDGEWATER
4,1/12/2021,DERBY
4,1/12/2021,YARRABERB
4,1/12/2021,BRIDGEWATER NORTH
4,1/12/2021,LEICHARDT
2,1/11/2021,BRIDGEWATER ON LODDON
2,1/11/2021,BRIDGEWATER
2,1/11/2021,DERBY
2,1/11/2021,YARRABERB
2,1/11/2021,BRIDGEWATER NORTH
2,1/11/2021,LEICHARDT
1,1/05/2021,BRIDGEWATER ON LODDON
1,1/05/2021,BRIDGEWATER
1,1/05/2021,DERBY
1,1/05/2021,YARRABERB
1,1/05/2021,BRIDGEWATER NORTH
1,1/05/2021,LEICHARDT
1,1/07/2021,BRIDGEWATER ON LODDON
1,1/07/2021,BRIDGEWATER
1,1/07/2021,DERBY
1,1/07/2021,YARRABERB
1,1/07/2021,BRIDGEWATER NORTH
1,1/07/2021,LEICHARDT
5,1/10/2021,BRIDGEWATER ON LODDON
5,1/10/2021,BRIDGEWATER
5,1/10/2021,DERBY
5,1/10/2021,YARRABERB
5,1/10/2021,BRIDGEWATER NORTH
5,1/10/2021,LEICHARDT
3,1/06/2020,BRIDGEWATER ON LODDON
3,1/06/2020,BRIDGEWATER
3,1/06/2020,DERBY
3,1/06/2020,YARRABERB
3,1/06/2020,BRIDGEWATER NORTH
3,1/06/2020,LEICHARDT
1,1/02/2020,BRIDGEWATER ON LODDON
1,1/02/2020,BRIDGEWATER
1,1/02/2020,DERBY
1,1/02/2020,YARRABERB
1,1/02/2020,BRIDGEWATER NORTH
1,1/02/2020,LEICHARDT
3,1/04/2021,BRIDGEWATER ON LODDON
3,1/04/2021,BRIDGEWATER
3,1/04/2021,DERBY
3,1/04/2021,YARRABERB
3,1/04/2021,BRIDGEWATER NORTH
3,1/04/2021,LEICHARDT
4,1/02/2022,BRIDGEWATER ON LODDON
4,1/02/2022,BRIDGEWATER
4,1/02/2022,DERBY
4,1/02/2022,YARRABERB
4,1/02/2022,BRIDGEWATER NORTH
4,1/02/2022,LEICHARDT
4,1/06/2022,BRIDGEWATER ON LODDON
4,1/06/2022,BRIDGEWATER
4,1/06/2022,DERBY
4,1/06/2022,YARRABERB
4,1/06/2022,BRIDGEWATER NORTH
4,1/06/2022,LEICHARDT
3,1/08/2021,BRIDGEWATER ON LODDON
3,1/08/2021,BRIDGEWATER
3,1/08/2021,DERBY
3,1/08/2021,YARRABERB
3,1/08/2021,BRIDGEWATER NORTH
3,1/08/2021,LEICHARDT
4,1/05/2020,BRIDGEWATER ON LODDON
4,1/05/2020,BRIDGEWATER
4,1/05/2020,DERBY
4,1/05/2020,YARRABERB
4,1/05/2020,BRIDGEWATER NORTH
4,1/05/2020,LEICHARDT
2,1/11/2020,BRIDGEWATER ON LODDON
2,1/11/2020,BRIDGEWATER
2,1/11/2020,DERBY
2,1/11/2020,YARRABERB
2,1/11/2020,BRIDGEWATER NORTH
2,1/11/2020,LEICHARDT
1,1/04/2022,BRIDGEWATER ON LODDON
1,1/04/2022,BRIDGEWATER
1,1/04/2022,DERBY
1,1/04/2022,YARRABERB
1,1/04/2022,BRIDGEWATER NORTH
1,1/04/2022,LEICHARDT
1,1/12/2020,BRIDGEWATER ON LODDON
1,1/12/2020,BRIDGEWATER
1,1/12/2020,DERBY
1,1/12/2020,YARRABERB
1,1/12/2020,BRIDGEWATER NORTH
1,1/12/2020,LEICHARDT
4,1/09/2020,BRIDGEWATER ON LODDON
4,1/09/2020,BRIDGEWATER
4,1/09/2020,DERBY
4,1/09/2020,YARRABERB
4,1/09/2020,BRIDGEWATER NORTH
4,1/09/2020,LEICHARDT
4,1/09/2021,BRIDGEWATER ON LODDON
4,1/09/2021,BRIDGEWATER
4,1/09/2021,DERBY
4,1/09/2021,YARRABERB
4,1/09/2021,BRIDGEWATER NORTH
4,1/09/2021,LEICHARDT
8,1/03/2020,BRIDGEWATER ON LODDON
8,1/03/2020,BRIDGEWATER
8,1/03/2020,DERBY
8,1/03/2020,YARRABERB
8,1/03/2020,BRIDGEWATER NORTH
8,1/03/2020,LEICHARDT
6,1/02/2021,BRIDGEWATER ON LODDON
6,1/02/2021,BRIDGEWATER
6,1/02/2021,DERBY
6,1/02/2021,YARRABERB
6,1/02/2021,BRIDGEWATER NORTH
6,1/02/2021,LEICHARDT
4,1/03/2021,BRIDGEWATER ON LODDON
4,1/03/2021,BRIDGEWATER
4,1/03/2021,DERBY
4,1/03/2021,YARRABERB
4,1/03/2021,BRIDGEWATER NORTH
4,1/03/2021,LEICHARDT
2,1/01/2022,BRIDGEWATER ON LODDON
2,1/01/2022,BRIDGEWATER
2,1/01/2022,DERBY
2,1/01/2022,YARRABERB
2,1/01/2022,BRIDGEWATER NORTH
2,1/01/2022,LEICHARDT
2,1/10/2020,BRIDGEWATER ON LODDON
2,1/10/2020,BRIDGEWATER
2,1/10/2020,DERBY
2,1/10/2020,YARRABERB
2,1/10/2020,BRIDGEWATER NORTH
2,1/10/2020,LEICHARDT
1,1/07/2020,BRIDGEWATER ON LODDON
1,1/07/2020,BRIDGEWATER
1,1/07/2020,DERBY
1,1/07/2020,YARRABERB
1,1/07/2020,BRIDGEWATER NORTH
1,1/07/2020,LEICHARDT
4,1/01/2020,BRIDGEWATER ON LODDON
4,1/01/2020,BRIDGEWATER
4,1/01/2020,DERBY
4,1/01/2020,YARRABERB
4,1/01/2020,BRIDGEWATER NORTH
4,1/01/2020,LEICHARDT
8,1/03/2022,BRIDGEWATER ON LODDON
8,1/03/2022,BRIDGEWATER
8,1/03/2022,DERBY
8,1/03/2022,YARRABERB
8,1/03/2022,BRIDGEWATER NORTH
8,1/03/2022,LEICHARDT
4,1/05/2022,BRIDGEWATER ON LODDON
4,1/05/2022,BRIDGEWATER
4,1/05/2022,DERBY
4,1/05/2022,YARRABERB
4,1/05/2022,BRIDGEWATER NORTH
4,1/05/2022,LEICHARDT
1,1/08/2020,BRIDGEWATER ON LODDON
1,1/08/2020,BRIDGEWATER
1,1/08/2020,DERBY
1,1/08/2020,YARRABERB
1,1/08/2020,BRIDGEWATER NORTH
1,1/08/2020,LEICHARDT
1,1/09/2020,SALISBURY WEST
1,1/09/2020,JARKLIN
1,1/09/2020,KURTING
1,1/09/2020,KINGOWER
1,1/09/2020,INGLEWOOD
1,1/09/2020,BRENANAH
1,1/09/2020,RHEOLA
1,1/09/2020,GLENALBYN
1,1/09/2020,POWLETT PLAINS
1,1/09/2020,BEARS LAGOON
5,1/05/2020,SALISBURY WEST
5,1/05/2020,JARKLIN
5,1/05/2020,KURTING
5,1/05/2020,KINGOWER
5,1/05/2020,INGLEWOOD
5,1/05/2020,BRENANAH
5,1/05/2020,RHEOLA
5,1/05/2020,GLENALBYN
5,1/05/2020,POWLETT PLAINS
5,1/05/2020,BEARS LAGOON
3,1/10/2020,SALISBURY WEST
3,1/10/2020,JARKLIN
3,1/10/2020,KURTING
3,1/10/2020,KINGOWER
3,1/10/2020,INGLEWOOD
3,1/10/2020,BRENANAH
3,1/10/2020,RHEOLA
3,1/10/2020,GLENALBYN
3,1/10/2020,POWLETT PLAINS
3,1/10/2020,BEARS LAGOON
2,1/04/2020,SALISBURY WEST
2,1/04/2020,JARKLIN
2,1/04/2020,KURTING
2,1/04/2020,KINGOWER
2,1/04/2020,INGLEWOOD
2,1/04/2020,BRENANAH
2,1/04/2020,RHEOLA
2,1/04/2020,GLENALBYN
2,1/04/2020,POWLETT PLAINS
2,1/04/2020,BEARS LAGOON
4,1/03/2021,SALISBURY WEST
4,1/03/2021,JARKLIN
4,1/03/2021,KURTING
4,1/03/2021,KINGOWER
4,1/03/2021,INGLEWOOD
4,1/03/2021,BRENANAH
4,1/03/2021,RHEOLA
4,1/03/2021,GLENALBYN
4,1/03/2021,POWLETT PLAINS
4,1/03/2021,BEARS LAGOON
3,1/02/2020,SALISBURY WEST
3,1/02/2020,JARKLIN
3,1/02/2020,KURTING
3,1/02/2020,KINGOWER
3,1/02/2020,INGLEWOOD
3,1/02/2020,BRENANAH
3,1/02/2020,RHEOLA
3,1/02/2020,GLENALBYN
3,1/02/2020,POWLETT PLAINS
3,1/02/2020,BEARS LAGOON
4,1/07/2020,SALISBURY WEST
4,1/07/2020,JARKLIN
4,1/07/2020,KURTING
4,1/07/2020,KINGOWER
4,1/07/2020,INGLEWOOD
4,1/07/2020,BRENANAH
4,1/07/2020,RHEOLA
4,1/07/2020,GLENALBYN
4,1/07/2020,POWLETT PLAINS
4,1/07/2020,BEARS LAGOON
2,1/03/2020,SALISBURY WEST
2,1/03/2020,JARKLIN
2,1/03/2020,KURTING
2,1/03/2020,KINGOWER
2,1/03/2020,INGLEWOOD
2,1/03/2020,BRENANAH
2,1/03/2020,RHEOLA
2,1/03/2020,GLENALBYN
2,1/03/2020,POWLETT PLAINS
2,1/03/2020,BEARS LAGOON
7,1/06/2020,SALISBURY WEST
7,1/06/2020,JARKLIN
7,1/06/2020,KURTING
7,1/06/2020,KINGOWER
7,1/06/2020,INGLEWOOD
7,1/06/2020,BRENANAH
7,1/06/2020,RHEOLA
7,1/06/2020,GLENALBYN
7,1/06/2020,POWLETT PLAINS
7,1/06/2020,BEARS LAGOON
6,1/05/2022,SALISBURY WEST
6,1/05/2022,JARKLIN
6,1/05/2022,KURTING
6,1/05/2022,KINGOWER
6,1/05/2022,INGLEWOOD
6,1/05/2022,BRENANAH
6,1/05/2022,RHEOLA
6,1/05/2022,GLENALBYN
6,1/05/2022,POWLETT PLAINS
6,1/05/2022,BEARS LAGOON
5,1/07/2021,SALISBURY WEST
5,1/07/2021,JARKLIN
5,1/07/2021,KURTING
5,1/07/2021,KINGOWER
5,1/07/2021,INGLEWOOD
5,1/07/2021,BRENANAH
5,1/07/2021,RHEOLA
5,1/07/2021,GLENALBYN
5,1/07/2021,POWLETT PLAINS
5,1/07/2021,BEARS LAGOON
1,1/03/2022,SALISBURY WEST
1,1/03/2022,JARKLIN
1,1/03/2022,KURTING
1,1/03/2022,KINGOWER
1,1/03/2022,INGLEWOOD
1,1/03/2022,BRENANAH
1,1/03/2022,RHEOLA
1,1/03/2022,GLENALBYN
1,1/03/2022,POWLETT PLAINS
1,1/03/2022,BEARS LAGOON
2,1/01/2020,SALISBURY WEST
2,1/01/2020,JARKLIN
2,1/01/2020,KURTING
2,1/01/2020,KINGOWER
2,1/01/2020,INGLEWOOD
2,1/01/2020,BRENANAH
2,1/01/2020,RHEOLA
2,1/01/2020,GLENALBYN
2,1/01/2020,POWLETT PLAINS
2,1/01/2020,BEARS LAGOON
3,1/11/2020,SALISBURY WEST
3,1/11/2020,JARKLIN
3,1/11/2020,KURTING
3,1/11/2020,KINGOWER
3,1/11/2020,INGLEWOOD
3,1/11/2020,BRENANAH
3,1/11/2020,RHEOLA
3,1/11/2020,GLENALBYN
3,1/11/2020,POWLETT PLAINS
3,1/11/2020,BEARS LAGOON
5,1/05/2021,SALISBURY WEST
5,1/05/2021,JARKLIN
5,1/05/2021,KURTING
5,1/05/2021,KINGOWER
5,1/05/2021,INGLEWOOD
5,1/05/2021,BRENANAH
5,1/05/2021,RHEOLA
5,1/05/2021,GLENALBYN
5,1/05/2021,POWLETT PLAINS
5,1/05/2021,BEARS LAGOON
6,1/02/2022,SALISBURY WEST
6,1/02/2022,JARKLIN
6,1/02/2022,KURTING
6,1/02/2022,KINGOWER
6,1/02/2022,INGLEWOOD
6,1/02/2022,BRENANAH
6,1/02/2022,RHEOLA
6,1/02/2022,GLENALBYN
6,1/02/2022,POWLETT PLAINS
6,1/02/2022,BEARS LAGOON
2,1/08/2021,SALISBURY WEST
2,1/08/2021,JARKLIN
2,1/08/2021,KURTING
2,1/08/2021,KINGOWER
2,1/08/2021,INGLEWOOD
2,1/08/2021,BRENANAH
2,1/08/2021,RHEOLA
2,1/08/2021,GLENALBYN
2,1/08/2021,POWLETT PLAINS
2,1/08/2021,BEARS LAGOON
7,1/04/2022,SALISBURY WEST
7,1/04/2022,JARKLIN
7,1/04/2022,KURTING
7,1/04/2022,KINGOWER
7,1/04/2022,INGLEWOOD
7,1/04/2022,BRENANAH
7,1/04/2022,RHEOLA
7,1/04/2022,GLENALBYN
7,1/04/2022,POWLETT PLAINS
7,1/04/2022,BEARS LAGOON
7,1/04/2021,SALISBURY WEST
7,1/04/2021,JARKLIN
7,1/04/2021,KURTING
7,1/04/2021,KINGOWER
7,1/04/2021,INGLEWOOD
7,1/04/2021,BRENANAH
7,1/04/2021,RHEOLA
7,1/04/2021,GLENALBYN
7,1/04/2021,POWLETT PLAINS
7,1/04/2021,BEARS LAGOON
4,1/01/2022,SALISBURY WEST
4,1/01/2022,JARKLIN
4,1/01/2022,KURTING
4,1/01/2022,KINGOWER
4,1/01/2022,INGLEWOOD
4,1/01/2022,BRENANAH
4,1/01/2022,RHEOLA
4,1/01/2022,GLENALBYN
4,1/01/2022,POWLETT PLAINS
4,1/01/2022,BEARS LAGOON
6,1/01/2021,SALISBURY WEST
6,1/01/2021,JARKLIN
6,1/01/2021,KURTING
6,1/01/2021,KINGOWER
6,1/01/2021,INGLEWOOD
6,1/01/2021,BRENANAH
6,1/01/2021,RHEOLA
6,1/01/2021,GLENALBYN
6,1/01/2021,POWLETT PLAINS
6,1/01/2021,BEARS LAGOON
2,1/11/2021,SALISBURY WEST
2,1/11/2021,JARKLIN
2,1/11/2021,KURTING
2,1/11/2021,KINGOWER
2,1/11/2021,INGLEWOOD
2,1/11/2021,BRENANAH
2,1/11/2021,RHEOLA
2,1/11/2021,GLENALBYN
2,1/11/2021,POWLETT PLAINS
2,1/11/2021,BEARS LAGOON
3,1/08/2020,SALISBURY WEST
3,1/08/2020,JARKLIN
3,1/08/2020,KURTING
3,1/08/2020,KINGOWER
3,1/08/2020,INGLEWOOD
3,1/08/2020,BRENANAH
3,1/08/2020,RHEOLA
3,1/08/2020,GLENALBYN
3,1/08/2020,POWLETT PLAINS
3,1/08/2020,BEARS LAGOON
2,1/10/2021,SALISBURY WEST
2,1/10/2021,JARKLIN
2,1/10/2021,KURTING
2,1/10/2021,KINGOWER
2,1/10/2021,INGLEWOOD
2,1/10/2021,BRENANAH
2,1/10/2021,RHEOLA
2,1/10/2021,GLENALBYN
2,1/10/2021,POWLETT PLAINS
2,1/10/2021,BEARS LAGOON
4,1/09/2021,SALISBURY WEST
4,1/09/2021,JARKLIN
4,1/09/2021,KURTING
4,1/09/2021,KINGOWER
4,1/09/2021,INGLEWOOD
4,1/09/2021,BRENANAH
4,1/09/2021,RHEOLA
4,1/09/2021,GLENALBYN
4,1/09/2021,POWLETT PLAINS
4,1/09/2021,BEARS LAGOON
1,1/06/2022,SALISBURY WEST
1,1/06/2022,JARKLIN
1,1/06/2022,KURTING
1,1/06/2022,KINGOWER
1,1/06/2022,INGLEWOOD
1,1/06/2022,BRENANAH
1,1/06/2022,RHEOLA
1,1/06/2022,GLENALBYN
1,1/06/2022,POWLETT PLAINS
1,1/06/2022,BEARS LAGOON
3,1/02/2021,SALISBURY WEST
3,1/02/2021,JARKLIN
3,1/02/2021,KURTING
3,1/02/2021,KINGOWER
3,1/02/2021,INGLEWOOD
3,1/02/2021,BRENANAH
3,1/02/2021,RHEOLA
3,1/02/2021,GLENALBYN
3,1/02/2021,POWLETT PLAINS
3,1/02/2021,BEARS LAGOON
