total,date,Suburb
1,1/02/2022,SPEED
1,1/02/2022,TURRIFF
1,1/02/2022,TURRIFF EAST
1,1/04/2022,SPEED
1,1/04/2022,TURRIFF
1,1/04/2022,TURRIFF EAST
1,1/05/2020,SPEED
1,1/05/2020,TURRIFF
1,1/05/2020,TURRIFF EAST
2,1/08/2020,SPEED
2,1/08/2020,TURRIFF
2,1/08/2020,TURRIFF EAST
2,1/03/2020,SPEED
2,1/03/2020,TURRIFF
2,1/03/2020,TURRIFF EAST
1,1/09/2021,SPEED
1,1/09/2021,TURRIFF
1,1/09/2021,TURRIFF EAST
1,1/06/2022,SPEED
1,1/06/2022,TURRIFF
1,1/06/2022,TURRIFF EAST
1,1/11/2021,SPEED
1,1/11/2021,TURRIFF
1,1/11/2021,TURRIFF EAST
1,1/12/2021,TEMPY
1,1/03/2021,TEMPY
3,1/01/2020,TEMPY
1,1/01/2021,TEMPY
1,1/09/2021,TEMPY
1,1/06/2022,TEMPY
1,1/11/2020,TEMPY
2,1/07/2020,BIG DESERT
2,1/07/2020,MITTYACK
2,1/07/2020,KULWIN
2,1/07/2020,MURRAY-SUNSET
2,1/07/2020,TORRITA
2,1/07/2020,OUYEN
2,1/07/2020,BOINKA
2,1/07/2020,TUTYE
3,1/04/2022,BIG DESERT
3,1/04/2022,MITTYACK
3,1/04/2022,KULWIN
3,1/04/2022,MURRAY-SUNSET
3,1/04/2022,TORRITA
3,1/04/2022,OUYEN
3,1/04/2022,BOINKA
3,1/04/2022,TUTYE
8,1/11/2021,BIG DESERT
8,1/11/2021,MITTYACK
8,1/11/2021,KULWIN
8,1/11/2021,MURRAY-SUNSET
8,1/11/2021,TORRITA
8,1/11/2021,OUYEN
8,1/11/2021,BOINKA
8,1/11/2021,TUTYE
2,1/01/2021,BIG DESERT
2,1/01/2021,MITTYACK
2,1/01/2021,KULWIN
2,1/01/2021,MURRAY-SUNSET
2,1/01/2021,TORRITA
2,1/01/2021,OUYEN
2,1/01/2021,BOINKA
2,1/01/2021,TUTYE
4,1/12/2021,BIG DESERT
4,1/12/2021,MITTYACK
4,1/12/2021,KULWIN
4,1/12/2021,MURRAY-SUNSET
4,1/12/2021,TORRITA
4,1/12/2021,OUYEN
4,1/12/2021,BOINKA
4,1/12/2021,TUTYE
3,1/09/2020,BIG DESERT
3,1/09/2020,MITTYACK
3,1/09/2020,KULWIN
3,1/09/2020,MURRAY-SUNSET
3,1/09/2020,TORRITA
3,1/09/2020,OUYEN
3,1/09/2020,BOINKA
3,1/09/2020,TUTYE
5,1/08/2021,BIG DESERT
5,1/08/2021,MITTYACK
5,1/08/2021,KULWIN
5,1/08/2021,MURRAY-SUNSET
5,1/08/2021,TORRITA
5,1/08/2021,OUYEN
5,1/08/2021,BOINKA
5,1/08/2021,TUTYE
6,1/03/2022,BIG DESERT
6,1/03/2022,MITTYACK
6,1/03/2022,KULWIN
6,1/03/2022,MURRAY-SUNSET
6,1/03/2022,TORRITA
6,1/03/2022,OUYEN
6,1/03/2022,BOINKA
6,1/03/2022,TUTYE
9,1/09/2021,BIG DESERT
9,1/09/2021,MITTYACK
9,1/09/2021,KULWIN
9,1/09/2021,MURRAY-SUNSET
9,1/09/2021,TORRITA
9,1/09/2021,OUYEN
9,1/09/2021,BOINKA
9,1/09/2021,TUTYE
4,1/02/2021,BIG DESERT
4,1/02/2021,MITTYACK
4,1/02/2021,KULWIN
4,1/02/2021,MURRAY-SUNSET
4,1/02/2021,TORRITA
4,1/02/2021,OUYEN
4,1/02/2021,BOINKA
4,1/02/2021,TUTYE
7,1/10/2021,BIG DESERT
7,1/10/2021,MITTYACK
7,1/10/2021,KULWIN
7,1/10/2021,MURRAY-SUNSET
7,1/10/2021,TORRITA
7,1/10/2021,OUYEN
7,1/10/2021,BOINKA
7,1/10/2021,TUTYE
6,1/03/2021,BIG DESERT
6,1/03/2021,MITTYACK
6,1/03/2021,KULWIN
6,1/03/2021,MURRAY-SUNSET
6,1/03/2021,TORRITA
6,1/03/2021,OUYEN
6,1/03/2021,BOINKA
6,1/03/2021,TUTYE
9,1/06/2020,BIG DESERT
9,1/06/2020,MITTYACK
9,1/06/2020,KULWIN
9,1/06/2020,MURRAY-SUNSET
9,1/06/2020,TORRITA
9,1/06/2020,OUYEN
9,1/06/2020,BOINKA
9,1/06/2020,TUTYE
6,1/12/2020,BIG DESERT
6,1/12/2020,MITTYACK
6,1/12/2020,KULWIN
6,1/12/2020,MURRAY-SUNSET
6,1/12/2020,TORRITA
6,1/12/2020,OUYEN
6,1/12/2020,BOINKA
6,1/12/2020,TUTYE
3,1/11/2020,BIG DESERT
3,1/11/2020,MITTYACK
3,1/11/2020,KULWIN
3,1/11/2020,MURRAY-SUNSET
3,1/11/2020,TORRITA
3,1/11/2020,OUYEN
3,1/11/2020,BOINKA
3,1/11/2020,TUTYE
7,1/02/2022,BIG DESERT
7,1/02/2022,MITTYACK
7,1/02/2022,KULWIN
7,1/02/2022,MURRAY-SUNSET
7,1/02/2022,TORRITA
7,1/02/2022,OUYEN
7,1/02/2022,BOINKA
7,1/02/2022,TUTYE
4,1/05/2021,BIG DESERT
4,1/05/2021,MITTYACK
4,1/05/2021,KULWIN
4,1/05/2021,MURRAY-SUNSET
4,1/05/2021,TORRITA
4,1/05/2021,OUYEN
4,1/05/2021,BOINKA
4,1/05/2021,TUTYE
5,1/05/2022,BIG DESERT
5,1/05/2022,MITTYACK
5,1/05/2022,KULWIN
5,1/05/2022,MURRAY-SUNSET
5,1/05/2022,TORRITA
5,1/05/2022,OUYEN
5,1/05/2022,BOINKA
5,1/05/2022,TUTYE
8,1/05/2020,BIG DESERT
8,1/05/2020,MITTYACK
8,1/05/2020,KULWIN
8,1/05/2020,MURRAY-SUNSET
8,1/05/2020,TORRITA
8,1/05/2020,OUYEN
8,1/05/2020,BOINKA
8,1/05/2020,TUTYE
2,1/04/2020,BIG DESERT
2,1/04/2020,MITTYACK
2,1/04/2020,KULWIN
2,1/04/2020,MURRAY-SUNSET
2,1/04/2020,TORRITA
2,1/04/2020,OUYEN
2,1/04/2020,BOINKA
2,1/04/2020,TUTYE
6,1/01/2022,BIG DESERT
6,1/01/2022,MITTYACK
6,1/01/2022,KULWIN
6,1/01/2022,MURRAY-SUNSET
6,1/01/2022,TORRITA
6,1/01/2022,OUYEN
6,1/01/2022,BOINKA
6,1/01/2022,TUTYE
3,1/07/2021,BIG DESERT
3,1/07/2021,MITTYACK
3,1/07/2021,KULWIN
3,1/07/2021,MURRAY-SUNSET
3,1/07/2021,TORRITA
3,1/07/2021,OUYEN
3,1/07/2021,BOINKA
3,1/07/2021,TUTYE
5,1/04/2021,BIG DESERT
5,1/04/2021,MITTYACK
5,1/04/2021,KULWIN
5,1/04/2021,MURRAY-SUNSET
5,1/04/2021,TORRITA
5,1/04/2021,OUYEN
5,1/04/2021,BOINKA
5,1/04/2021,TUTYE
5,1/06/2022,BIG DESERT
5,1/06/2022,MITTYACK
5,1/06/2022,KULWIN
5,1/06/2022,MURRAY-SUNSET
5,1/06/2022,TORRITA
5,1/06/2022,OUYEN
5,1/06/2022,BOINKA
5,1/06/2022,TUTYE
5,1/02/2020,BIG DESERT
5,1/02/2020,MITTYACK
5,1/02/2020,KULWIN
5,1/02/2020,MURRAY-SUNSET
5,1/02/2020,TORRITA
5,1/02/2020,OUYEN
5,1/02/2020,BOINKA
5,1/02/2020,TUTYE
7,1/10/2020,BIG DESERT
7,1/10/2020,MITTYACK
7,1/10/2020,KULWIN
7,1/10/2020,MURRAY-SUNSET
7,1/10/2020,TORRITA
7,1/10/2020,OUYEN
7,1/10/2020,BOINKA
7,1/10/2020,TUTYE
2,1/01/2020,BIG DESERT
2,1/01/2020,MITTYACK
2,1/01/2020,KULWIN
2,1/01/2020,MURRAY-SUNSET
2,1/01/2020,TORRITA
2,1/01/2020,OUYEN
2,1/01/2020,BOINKA
2,1/01/2020,TUTYE
5,1/03/2020,BIG DESERT
5,1/03/2020,MITTYACK
5,1/03/2020,KULWIN
5,1/03/2020,MURRAY-SUNSET
5,1/03/2020,TORRITA
5,1/03/2020,OUYEN
5,1/03/2020,BOINKA
5,1/03/2020,TUTYE
3,1/08/2020,BIG DESERT
3,1/08/2020,MITTYACK
3,1/08/2020,KULWIN
3,1/08/2020,MURRAY-SUNSET
3,1/08/2020,TORRITA
3,1/08/2020,OUYEN
3,1/08/2020,BOINKA
3,1/08/2020,TUTYE
1,1/01/2022,PATCHEWOLLOCK
1,1/08/2021,PATCHEWOLLOCK
1,1/09/2020,PATCHEWOLLOCK
1,1/02/2020,PATCHEWOLLOCK
3,1/04/2021,PATCHEWOLLOCK
2,1/03/2022,PATCHEWOLLOCK
1,1/01/2021,PATCHEWOLLOCK
1,1/06/2022,PATCHEWOLLOCK
1,1/06/2020,PATCHEWOLLOCK
1,1/07/2021,PATCHEWOLLOCK
1,1/05/2021,PATCHEWOLLOCK
2,1/03/2020,PATCHEWOLLOCK
1,1/02/2022,PATCHEWOLLOCK
1,1/05/2020,PATCHEWOLLOCK
1,1/09/2021,PATCHEWOLLOCK
1,1/10/2021,PATCHEWOLLOCK
1,1/04/2022,PATCHEWOLLOCK
4,1/09/2020,NANGILOC
4,1/09/2020,CARWARP
4,1/09/2020,COLIGNAN
4,1/09/2020,IRAAK
3,1/04/2020,NANGILOC
3,1/04/2020,CARWARP
3,1/04/2020,COLIGNAN
3,1/04/2020,IRAAK
2,1/05/2021,NANGILOC
2,1/05/2021,CARWARP
2,1/05/2021,COLIGNAN
2,1/05/2021,IRAAK
3,1/02/2022,NANGILOC
3,1/02/2022,CARWARP
3,1/02/2022,COLIGNAN
3,1/02/2022,IRAAK
6,1/11/2020,NANGILOC
6,1/11/2020,CARWARP
6,1/11/2020,COLIGNAN
6,1/11/2020,IRAAK
3,1/04/2022,NANGILOC
3,1/04/2022,CARWARP
3,1/04/2022,COLIGNAN
3,1/04/2022,IRAAK
1,1/12/2021,NANGILOC
1,1/12/2021,CARWARP
1,1/12/2021,COLIGNAN
1,1/12/2021,IRAAK
7,1/12/2020,NANGILOC
7,1/12/2020,CARWARP
7,1/12/2020,COLIGNAN
7,1/12/2020,IRAAK
4,1/10/2021,NANGILOC
4,1/10/2021,CARWARP
4,1/10/2021,COLIGNAN
4,1/10/2021,IRAAK
7,1/06/2020,NANGILOC
7,1/06/2020,CARWARP
7,1/06/2020,COLIGNAN
7,1/06/2020,IRAAK
6,1/08/2021,NANGILOC
6,1/08/2021,CARWARP
6,1/08/2021,COLIGNAN
6,1/08/2021,IRAAK
1,1/07/2020,NANGILOC
1,1/07/2020,CARWARP
1,1/07/2020,COLIGNAN
1,1/07/2020,IRAAK
3,1/05/2022,NANGILOC
3,1/05/2022,CARWARP
3,1/05/2022,COLIGNAN
3,1/05/2022,IRAAK
5,1/06/2022,NANGILOC
5,1/06/2022,CARWARP
5,1/06/2022,COLIGNAN
5,1/06/2022,IRAAK
4,1/02/2020,NANGILOC
4,1/02/2020,CARWARP
4,1/02/2020,COLIGNAN
4,1/02/2020,IRAAK
5,1/02/2021,NANGILOC
5,1/02/2021,CARWARP
5,1/02/2021,COLIGNAN
5,1/02/2021,IRAAK
7,1/09/2021,NANGILOC
7,1/09/2021,CARWARP
7,1/09/2021,COLIGNAN
7,1/09/2021,IRAAK
3,1/03/2020,NANGILOC
3,1/03/2020,CARWARP
3,1/03/2020,COLIGNAN
3,1/03/2020,IRAAK
1,1/05/2020,NANGILOC
1,1/05/2020,CARWARP
1,1/05/2020,COLIGNAN
1,1/05/2020,IRAAK
6,1/03/2022,NANGILOC
6,1/03/2022,CARWARP
6,1/03/2022,COLIGNAN
6,1/03/2022,IRAAK
9,1/08/2020,NANGILOC
9,1/08/2020,CARWARP
9,1/08/2020,COLIGNAN
9,1/08/2020,IRAAK
6,1/04/2021,NANGILOC
6,1/04/2021,CARWARP
6,1/04/2021,COLIGNAN
6,1/04/2021,IRAAK
4,1/01/2022,NANGILOC
4,1/01/2022,CARWARP
4,1/01/2022,COLIGNAN
4,1/01/2022,IRAAK
12,1/11/2021,NANGILOC
12,1/11/2021,CARWARP
12,1/11/2021,COLIGNAN
12,1/11/2021,IRAAK
4,1/03/2021,NANGILOC
4,1/03/2021,CARWARP
4,1/03/2021,COLIGNAN
4,1/03/2021,IRAAK
4,1/10/2020,NANGILOC
4,1/10/2020,CARWARP
4,1/10/2020,COLIGNAN
4,1/10/2020,IRAAK
14,1/07/2021,NANGILOC
14,1/07/2021,CARWARP
14,1/07/2021,COLIGNAN
14,1/07/2021,IRAAK
22,1/04/2022,RED CLIFFS
22,1/04/2022,CARDROSS
22,1/04/2022,MERRINEE
22,1/04/2022,SUNNYCLIFFS
22,1/04/2022,LINDSAY POINT
22,1/04/2022,WERRIMULL
22,1/04/2022,CULLULLERAINE
22,1/04/2022,NEDS CORNER
22,1/04/2022,MERINGUR
16,1/08/2020,RED CLIFFS
16,1/08/2020,CARDROSS
16,1/08/2020,MERRINEE
16,1/08/2020,SUNNYCLIFFS
16,1/08/2020,LINDSAY POINT
16,1/08/2020,WERRIMULL
16,1/08/2020,CULLULLERAINE
16,1/08/2020,NEDS CORNER
16,1/08/2020,MERINGUR
22,1/09/2020,RED CLIFFS
22,1/09/2020,CARDROSS
22,1/09/2020,MERRINEE
22,1/09/2020,SUNNYCLIFFS
22,1/09/2020,LINDSAY POINT
22,1/09/2020,WERRIMULL
22,1/09/2020,CULLULLERAINE
22,1/09/2020,NEDS CORNER
22,1/09/2020,MERINGUR
27,1/06/2020,RED CLIFFS
27,1/06/2020,CARDROSS
27,1/06/2020,MERRINEE
27,1/06/2020,SUNNYCLIFFS
27,1/06/2020,LINDSAY POINT
27,1/06/2020,WERRIMULL
27,1/06/2020,CULLULLERAINE
27,1/06/2020,NEDS CORNER
27,1/06/2020,MERINGUR
25,1/02/2022,RED CLIFFS
25,1/02/2022,CARDROSS
25,1/02/2022,MERRINEE
25,1/02/2022,SUNNYCLIFFS
25,1/02/2022,LINDSAY POINT
25,1/02/2022,WERRIMULL
25,1/02/2022,CULLULLERAINE
25,1/02/2022,NEDS CORNER
25,1/02/2022,MERINGUR
17,1/02/2020,RED CLIFFS
17,1/02/2020,CARDROSS
17,1/02/2020,MERRINEE
17,1/02/2020,SUNNYCLIFFS
17,1/02/2020,LINDSAY POINT
17,1/02/2020,WERRIMULL
17,1/02/2020,CULLULLERAINE
17,1/02/2020,NEDS CORNER
17,1/02/2020,MERINGUR
4,1/04/2020,RED CLIFFS
4,1/04/2020,CARDROSS
4,1/04/2020,MERRINEE
4,1/04/2020,SUNNYCLIFFS
4,1/04/2020,LINDSAY POINT
4,1/04/2020,WERRIMULL
4,1/04/2020,CULLULLERAINE
4,1/04/2020,NEDS CORNER
4,1/04/2020,MERINGUR
16,1/10/2021,RED CLIFFS
16,1/10/2021,CARDROSS
16,1/10/2021,MERRINEE
16,1/10/2021,SUNNYCLIFFS
16,1/10/2021,LINDSAY POINT
16,1/10/2021,WERRIMULL
16,1/10/2021,CULLULLERAINE
16,1/10/2021,NEDS CORNER
16,1/10/2021,MERINGUR
23,1/05/2022,RED CLIFFS
23,1/05/2022,CARDROSS
23,1/05/2022,MERRINEE
23,1/05/2022,SUNNYCLIFFS
23,1/05/2022,LINDSAY POINT
23,1/05/2022,WERRIMULL
23,1/05/2022,CULLULLERAINE
23,1/05/2022,NEDS CORNER
23,1/05/2022,MERINGUR
21,1/08/2021,RED CLIFFS
21,1/08/2021,CARDROSS
21,1/08/2021,MERRINEE
21,1/08/2021,SUNNYCLIFFS
21,1/08/2021,LINDSAY POINT
21,1/08/2021,WERRIMULL
21,1/08/2021,CULLULLERAINE
21,1/08/2021,NEDS CORNER
21,1/08/2021,MERINGUR
26,1/03/2022,RED CLIFFS
26,1/03/2022,CARDROSS
26,1/03/2022,MERRINEE
26,1/03/2022,SUNNYCLIFFS
26,1/03/2022,LINDSAY POINT
26,1/03/2022,WERRIMULL
26,1/03/2022,CULLULLERAINE
26,1/03/2022,NEDS CORNER
26,1/03/2022,MERINGUR
15,1/01/2020,RED CLIFFS
15,1/01/2020,CARDROSS
15,1/01/2020,MERRINEE
15,1/01/2020,SUNNYCLIFFS
15,1/01/2020,LINDSAY POINT
15,1/01/2020,WERRIMULL
15,1/01/2020,CULLULLERAINE
15,1/01/2020,NEDS CORNER
15,1/01/2020,MERINGUR
28,1/07/2020,RED CLIFFS
28,1/07/2020,CARDROSS
28,1/07/2020,MERRINEE
28,1/07/2020,SUNNYCLIFFS
28,1/07/2020,LINDSAY POINT
28,1/07/2020,WERRIMULL
28,1/07/2020,CULLULLERAINE
28,1/07/2020,NEDS CORNER
28,1/07/2020,MERINGUR
23,1/06/2022,RED CLIFFS
23,1/06/2022,CARDROSS
23,1/06/2022,MERRINEE
23,1/06/2022,SUNNYCLIFFS
23,1/06/2022,LINDSAY POINT
23,1/06/2022,WERRIMULL
23,1/06/2022,CULLULLERAINE
23,1/06/2022,NEDS CORNER
23,1/06/2022,MERINGUR
24,1/01/2021,RED CLIFFS
24,1/01/2021,CARDROSS
24,1/01/2021,MERRINEE
24,1/01/2021,SUNNYCLIFFS
24,1/01/2021,LINDSAY POINT
24,1/01/2021,WERRIMULL
24,1/01/2021,CULLULLERAINE
24,1/01/2021,NEDS CORNER
24,1/01/2021,MERINGUR
16,1/05/2021,RED CLIFFS
16,1/05/2021,CARDROSS
16,1/05/2021,MERRINEE
16,1/05/2021,SUNNYCLIFFS
16,1/05/2021,LINDSAY POINT
16,1/05/2021,WERRIMULL
16,1/05/2021,CULLULLERAINE
16,1/05/2021,NEDS CORNER
16,1/05/2021,MERINGUR
22,1/11/2021,RED CLIFFS
22,1/11/2021,CARDROSS
22,1/11/2021,MERRINEE
22,1/11/2021,SUNNYCLIFFS
22,1/11/2021,LINDSAY POINT
22,1/11/2021,WERRIMULL
22,1/11/2021,CULLULLERAINE
22,1/11/2021,NEDS CORNER
22,1/11/2021,MERINGUR
22,1/03/2021,RED CLIFFS
22,1/03/2021,CARDROSS
22,1/03/2021,MERRINEE
22,1/03/2021,SUNNYCLIFFS
22,1/03/2021,LINDSAY POINT
22,1/03/2021,WERRIMULL
22,1/03/2021,CULLULLERAINE
22,1/03/2021,NEDS CORNER
22,1/03/2021,MERINGUR
23,1/04/2021,RED CLIFFS
23,1/04/2021,CARDROSS
23,1/04/2021,MERRINEE
23,1/04/2021,SUNNYCLIFFS
23,1/04/2021,LINDSAY POINT
23,1/04/2021,WERRIMULL
23,1/04/2021,CULLULLERAINE
23,1/04/2021,NEDS CORNER
23,1/04/2021,MERINGUR
18,1/01/2022,RED CLIFFS
18,1/01/2022,CARDROSS
18,1/01/2022,MERRINEE
18,1/01/2022,SUNNYCLIFFS
18,1/01/2022,LINDSAY POINT
18,1/01/2022,WERRIMULL
18,1/01/2022,CULLULLERAINE
18,1/01/2022,NEDS CORNER
18,1/01/2022,MERINGUR
24,1/12/2020,RED CLIFFS
24,1/12/2020,CARDROSS
24,1/12/2020,MERRINEE
24,1/12/2020,SUNNYCLIFFS
24,1/12/2020,LINDSAY POINT
24,1/12/2020,WERRIMULL
24,1/12/2020,CULLULLERAINE
24,1/12/2020,NEDS CORNER
24,1/12/2020,MERINGUR
13,1/02/2021,RED CLIFFS
13,1/02/2021,CARDROSS
13,1/02/2021,MERRINEE
13,1/02/2021,SUNNYCLIFFS
13,1/02/2021,LINDSAY POINT
13,1/02/2021,WERRIMULL
13,1/02/2021,CULLULLERAINE
13,1/02/2021,NEDS CORNER
13,1/02/2021,MERINGUR
17,1/12/2021,RED CLIFFS
17,1/12/2021,CARDROSS
17,1/12/2021,MERRINEE
17,1/12/2021,SUNNYCLIFFS
17,1/12/2021,LINDSAY POINT
17,1/12/2021,WERRIMULL
17,1/12/2021,CULLULLERAINE
17,1/12/2021,NEDS CORNER
17,1/12/2021,MERINGUR
20,1/10/2020,RED CLIFFS
20,1/10/2020,CARDROSS
20,1/10/2020,MERRINEE
20,1/10/2020,SUNNYCLIFFS
20,1/10/2020,LINDSAY POINT
20,1/10/2020,WERRIMULL
20,1/10/2020,CULLULLERAINE
20,1/10/2020,NEDS CORNER
20,1/10/2020,MERINGUR
13,1/03/2020,RED CLIFFS
13,1/03/2020,CARDROSS
13,1/03/2020,MERRINEE
13,1/03/2020,SUNNYCLIFFS
13,1/03/2020,LINDSAY POINT
13,1/03/2020,WERRIMULL
13,1/03/2020,CULLULLERAINE
13,1/03/2020,NEDS CORNER
13,1/03/2020,MERINGUR
22,1/07/2021,RED CLIFFS
22,1/07/2021,CARDROSS
22,1/07/2021,MERRINEE
22,1/07/2021,SUNNYCLIFFS
22,1/07/2021,LINDSAY POINT
22,1/07/2021,WERRIMULL
22,1/07/2021,CULLULLERAINE
22,1/07/2021,NEDS CORNER
22,1/07/2021,MERINGUR
19,1/11/2020,RED CLIFFS
19,1/11/2020,CARDROSS
19,1/11/2020,MERRINEE
19,1/11/2020,SUNNYCLIFFS
19,1/11/2020,LINDSAY POINT
19,1/11/2020,WERRIMULL
19,1/11/2020,CULLULLERAINE
19,1/11/2020,NEDS CORNER
19,1/11/2020,MERINGUR
15,1/09/2021,RED CLIFFS
15,1/09/2021,CARDROSS
15,1/09/2021,MERRINEE
15,1/09/2021,SUNNYCLIFFS
15,1/09/2021,LINDSAY POINT
15,1/09/2021,WERRIMULL
15,1/09/2021,CULLULLERAINE
15,1/09/2021,NEDS CORNER
15,1/09/2021,MERINGUR
18,1/05/2020,RED CLIFFS
18,1/05/2020,CARDROSS
18,1/05/2020,MERRINEE
18,1/05/2020,SUNNYCLIFFS
18,1/05/2020,LINDSAY POINT
18,1/05/2020,WERRIMULL
18,1/05/2020,CULLULLERAINE
18,1/05/2020,NEDS CORNER
18,1/05/2020,MERINGUR
16,1/02/2020,IRYMPLE
23,1/01/2020,IRYMPLE
23,1/08/2020,IRYMPLE
21,1/04/2022,IRYMPLE
30,1/02/2022,IRYMPLE
35,1/05/2022,IRYMPLE
32,1/12/2020,IRYMPLE
8,1/04/2020,IRYMPLE
27,1/03/2022,IRYMPLE
27,1/12/2021,IRYMPLE
20,1/01/2021,IRYMPLE
10,1/09/2020,IRYMPLE
23,1/01/2022,IRYMPLE
22,1/10/2021,IRYMPLE
32,1/05/2021,IRYMPLE
38,1/07/2020,IRYMPLE
28,1/07/2021,IRYMPLE
17,1/03/2020,IRYMPLE
33,1/06/2020,IRYMPLE
29,1/09/2021,IRYMPLE
20,1/11/2021,IRYMPLE
26,1/06/2022,IRYMPLE
24,1/02/2021,IRYMPLE
21,1/11/2020,IRYMPLE
24,1/04/2021,IRYMPLE
31,1/03/2021,IRYMPLE
28,1/10/2020,IRYMPLE
37,1/08/2021,IRYMPLE
17,1/05/2020,IRYMPLE
121,1/04/2022,MILDURA
130,1/09/2020,MILDURA
57,1/04/2020,MILDURA
126,1/01/2021,MILDURA
166,1/03/2022,MILDURA
142,1/05/2022,MILDURA
106,1/02/2022,MILDURA
120,1/01/2020,MILDURA
129,1/01/2022,MILDURA
119,1/02/2020,MILDURA
91,1/10/2021,MILDURA
175,1/09/2021,MILDURA
136,1/07/2020,MILDURA
81,1/08/2020,MILDURA
142,1/06/2022,MILDURA
142,1/03/2021,MILDURA
173,1/10/2020,MILDURA
149,1/12/2021,MILDURA
143,1/11/2021,MILDURA
172,1/06/2020,MILDURA
146,1/11/2020,MILDURA
116,1/02/2021,MILDURA
126,1/04/2021,MILDURA
108,1/03/2020,MILDURA
99,1/05/2020,MILDURA
150,1/12/2020,MILDURA
155,1/08/2021,MILDURA
119,1/07/2021,MILDURA
153,1/05/2021,MILDURA
7,1/04/2020,HATTAH
7,1/04/2020,KOORLONG
7,1/04/2020,NICHOLS POINT
44,1/02/2022,HATTAH
44,1/02/2022,KOORLONG
44,1/02/2022,NICHOLS POINT
26,1/12/2021,HATTAH
26,1/12/2021,KOORLONG
26,1/12/2021,NICHOLS POINT
41,1/05/2022,HATTAH
41,1/05/2022,KOORLONG
41,1/05/2022,NICHOLS POINT
32,1/01/2020,HATTAH
32,1/01/2020,KOORLONG
32,1/01/2020,NICHOLS POINT
30,1/03/2022,HATTAH
30,1/03/2022,KOORLONG
30,1/03/2022,NICHOLS POINT
30,1/04/2022,HATTAH
30,1/04/2022,KOORLONG
30,1/04/2022,NICHOLS POINT
33,1/02/2021,HATTAH
33,1/02/2021,KOORLONG
33,1/02/2021,NICHOLS POINT
15,1/12/2020,HATTAH
15,1/12/2020,KOORLONG
15,1/12/2020,NICHOLS POINT
41,1/02/2020,HATTAH
41,1/02/2020,KOORLONG
41,1/02/2020,NICHOLS POINT
30,1/01/2021,HATTAH
30,1/01/2021,KOORLONG
30,1/01/2021,NICHOLS POINT
23,1/08/2021,HATTAH
23,1/08/2021,KOORLONG
23,1/08/2021,NICHOLS POINT
46,1/04/2021,HATTAH
46,1/04/2021,KOORLONG
46,1/04/2021,NICHOLS POINT
23,1/07/2021,HATTAH
23,1/07/2021,KOORLONG
23,1/07/2021,NICHOLS POINT
4,1/08/2020,HATTAH
4,1/08/2020,KOORLONG
4,1/08/2020,NICHOLS POINT
9,1/09/2020,HATTAH
9,1/09/2020,KOORLONG
9,1/09/2020,NICHOLS POINT
15,1/10/2021,HATTAH
15,1/10/2021,KOORLONG
15,1/10/2021,NICHOLS POINT
12,1/07/2020,HATTAH
12,1/07/2020,KOORLONG
12,1/07/2020,NICHOLS POINT
18,1/01/2022,HATTAH
18,1/01/2022,KOORLONG
18,1/01/2022,NICHOLS POINT
19,1/11/2021,HATTAH
19,1/11/2021,KOORLONG
19,1/11/2021,NICHOLS POINT
11,1/06/2020,HATTAH
11,1/06/2020,KOORLONG
11,1/06/2020,NICHOLS POINT
18,1/03/2020,HATTAH
18,1/03/2020,KOORLONG
18,1/03/2020,NICHOLS POINT
20,1/10/2020,HATTAH
20,1/10/2020,KOORLONG
20,1/10/2020,NICHOLS POINT
37,1/05/2021,HATTAH
37,1/05/2021,KOORLONG
37,1/05/2021,NICHOLS POINT
11,1/05/2020,HATTAH
11,1/05/2020,KOORLONG
11,1/05/2020,NICHOLS POINT
17,1/11/2020,HATTAH
17,1/11/2020,KOORLONG
17,1/11/2020,NICHOLS POINT
32,1/06/2022,HATTAH
32,1/06/2022,KOORLONG
32,1/06/2022,NICHOLS POINT
23,1/09/2021,HATTAH
23,1/09/2021,KOORLONG
23,1/09/2021,NICHOLS POINT
48,1/03/2021,HATTAH
48,1/03/2021,KOORLONG
48,1/03/2021,NICHOLS POINT
14,1/04/2022,MERBEIN WEST
14,1/04/2022,MERBEIN SOUTH
14,1/04/2022,WARGAN
14,1/04/2022,YELTA
14,1/04/2022,BIRDWOODTON
14,1/04/2022,CABARITA
14,1/04/2022,MERBEIN
16,1/01/2021,MERBEIN WEST
16,1/01/2021,MERBEIN SOUTH
16,1/01/2021,WARGAN
16,1/01/2021,YELTA
16,1/01/2021,BIRDWOODTON
16,1/01/2021,CABARITA
16,1/01/2021,MERBEIN
18,1/02/2022,MERBEIN WEST
18,1/02/2022,MERBEIN SOUTH
18,1/02/2022,WARGAN
18,1/02/2022,YELTA
18,1/02/2022,BIRDWOODTON
18,1/02/2022,CABARITA
18,1/02/2022,MERBEIN
11,1/12/2021,MERBEIN WEST
11,1/12/2021,MERBEIN SOUTH
11,1/12/2021,WARGAN
11,1/12/2021,YELTA
11,1/12/2021,BIRDWOODTON
11,1/12/2021,CABARITA
11,1/12/2021,MERBEIN
10,1/01/2020,MERBEIN WEST
10,1/01/2020,MERBEIN SOUTH
10,1/01/2020,WARGAN
10,1/01/2020,YELTA
10,1/01/2020,BIRDWOODTON
10,1/01/2020,CABARITA
10,1/01/2020,MERBEIN
10,1/09/2020,MERBEIN WEST
10,1/09/2020,MERBEIN SOUTH
10,1/09/2020,WARGAN
